scenario_name,num_pickers,num_packers,num_shipping_stations,avg_interarrival_time_minutes,throughput_mean,throughput_std,avg_wait_for_picking_mean,avg_wait_for_picking_std,avg_wait_for_packing_mean,avg_wait_for_packing_std,avg_wait_for_shipping_mean,avg_wait_for_shipping_std,avg_total_waiting_time_mean,avg_total_waiting_time_std,avg_completion_time_mean,avg_completion_time_std,picker_utilization_mean,picker_utilization_std,packer_utilization_mean,packer_utilization_std,shipping_utilization_mean,shipping_utilization_std
Baseline,2,1,1,5,75.26666666666667,3.1396610110596046,7.406613890057927,5.3945106111237715,42.09332037469617,21.2404575720063,0.1795819181880898,0.11666919706221164,49.67951618294218,25.605080192625525,67.78120131752024,25.60516228930476,0.6310496059695365,0.03614158720089881,0.9471106789694402,0.030908168197975535,0.6289813705517019,0.0344416961444547
Add One Picker,3,1,1,5,76.13333333333334,2.192987779787852,0.918382401658614,0.5781260417380416,48.166476026077476,20.367949920489888,0.1686091496760263,0.08078289189511131,49.25346757741212,20.604598399687777,67.34742410790399,20.662588860738712,0.4267028524095816,0.01557323657962376,0.9513103885813778,0.019526456184874617,0.6380094127309583,0.025746408164253068
Add One Packer,2,2,1,5,91.23333333333333,8.274111404871817,5.3074202062175155,2.66770763924163,0.21233137683447129,0.13298865871315907,3.122933401775066,1.6812162253933516,8.642684984827053,3.5357868221748445,26.715599835467295,3.56799765549266,0.7626370099079377,0.0752390104336671,0.5726239866665094,0.05238930649781943,0.7644561004132913,0.06588154546897201
Add One Shipping Station,2,1,2,5,75.53333333333333,3.569345862347535,7.530532045610514,5.387256899480189,44.8330602721121,19.186369562805467,0.0,0.0,52.36359231772261,23.120286208899877,70.44758444605704,23.04547460745168,0.6319154148872734,0.03548504677944212,0.9473871131466609,0.03631687122893722,0.31697121958322644,0.01731464477377484
Balanced Capacity,3,2,1,5,92.73333333333333,8.978646443313323,0.8042675718986084,0.4655362742313024,0.9655503618344125,0.39750140871050565,4.967216710420775,2.6090063020576033,6.7370346441537965,3.028635236308675,24.75535898281245,3.048724297951311,0.5198030594282821,0.05425129968654806,0.5750544319825733,0.061939551766100914,0.7723046018733281,0.07286896740805515
